moscot driver genes Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Cpsf6;0.0252449204131228;0.0691146139283272;0.271900407788877;-0.00197668667880024;0.0524291412882773
Tmeff1;0.025215249922992;0.0694421021249379;0.273028472328892;-0.0020063759501714;0.0523995334637054
Osbpl8;0.0252114922662932;0.0694836680074046;0.273053568032424;-0.00201013598202044;0.0523957837399558
Gm16599;0.0251903923599741;0.0697174472371022;0.27368284354764;-0.00203124921093205;0.0523747283643115
Zfp653;0.0251768391332642;0.0698679522048778;0.273929600803864;-0.00204481098241984;0.0523612037285028
B4galt6;0.0251749172161686;0.0698893161479889;0.273929600803864;-0.00204673411039813;0.0523592858649364
Gm29418;0.0251721110154299;0.0699205193740983;0.273998479722709;-0.00204954207879114;0.0523564855824157
Snx1;0.025155267090554;0.0701080537501571;0.274572804313151;-0.00206639660480442;0.0523396771720369
Polr1c;0.0251416651958868;0.0702597934443707;0.27495281830099;-0.0020800070488705;0.0523261039449818
Pld2;0.025137075759859;0.0703110529026558;0.275099863079426;-0.0020845993672884;0.0523215241794706
Rbm42;0.0251176586477765;0.0705282623227961;0.275796589985508;-0.00210402866156141;0.0523021479690222
Klk1b3;0.0251165497847407;0.0705406832025602;0.275796589985508;-0.00210513821967149;0.0523010414411593
Chsy1;0.0251156554770207;0.0705507020571096;0.275796589985508;-0.00210603308792614;0.052300149016728
Rpusd2;0.0250950455017599;0.0707819173494903;0.276511637092266;-0.00212665596903769;0.0522795824312019
Dusp6;0.0250888638788385;0.0708513875440615;0.276568047339469;-0.00213284145834265;0.0522734138178218
Gxylt2;0.0250674543214315;0.0710924241243554;0.277361050413432;-0.00215426439056004;0.0522520493018878
H4c2;0.0250596136335728;0.0711808653809925;0.27742569745843;-0.00216210997034069;0.0522442251030598
Nr5a1os;0.0250583344495405;0.071195302849726;0.27742569745843;-0.00216338995215699;0.0522429486088453
Ttyh3;0.0250554375751644;0.0712280071976753;0.2774455781234;-0.00216628863288635;0.0522400578255742
Grin3b;0.0250493303064248;0.0712969957190462;0.277623065973665;-0.0021723997083298;0.0522339633967738
Zfp131;0.0250459536455711;0.0713351624263487;0.277701543426973;-0.00217577847300733;0.0522305938341522
Uqcrc1;0.0250414671893083;0.0713858991473361;0.277845252770357;-0.00218026772358886;0.0522261168081153
Arpp19;0.0250295450919611;0.071520868194782;0.278225844195616;-0.00219219724109515;0.0522142197648955
Hepacam2;0.0250267198289521;0.0715528833751845;0.278225844195616;-0.00219502426137564;0.0522114004380078
Gm49482;0.0250234666756876;0.0715897618412514;0.278261597504771;-0.00219827943751404;0.0522081541193622
Nfib;0.0250185308880221;0.0716457447523424;0.278338985863207;-0.00220321829324656;0.0522032287003008
Nol3;0.0250180493083256;0.0716512088664427;0.278338985863207;-0.00220370017222004;0.0522027481321875
Llgl2;0.0250022990954928;0.071830102612462;0.278872258172716;-0.00221946016603219;0.052187030996555
Atp6v0a4;0.0249848726716039;0.0720284611104811;0.279473476272947;-0.00223689739608004;0.0521696411544025
Tgif2;0.0249709306801678;0.0721874803437019;0.279753535761028;-0.0022508480210519;0.0521557284182734
Med31;0.0249708201978176;0.0721887416274323;0.279753535761028;-0.00225095857177558;0.0521556181677127
Mycbp2;0.0249661910922061;0.0722416044334979;0.279753535761028;-0.00225559054157564;0.0521509987732666
Mospd1;0.0249642762569601;0.0722634804610132;0.279753535761028;-0.0022575065612553;0.0521490879547159
Fbxl7;0.0249637491831102;0.0722695029656751;0.279753535761028;-0.002258033961095;0.0521485619864589
Appbp2os;0.0249621568348704;0.0722877001120921;0.279753535761028;-0.00225962729409399;0.0521469729782456
Mbd3;0.0249593295394656;0.0723200193135895;0.279753535761028;-0.00226245633764841;0.0521441516128886
Csnk1d;0.0249591261742121;0.0723223444655631;0.279753535761028;-0.00226265982862825;0.0521439486741622
Atf7;0.0249481399894295;0.0724480446414071;0.280105278742817;-0.00227365280203856;0.0521329855278677
Vav1;0.0249393669194584;0.0725485514612383;0.280380099389437;-0.00228243128837576;0.052124230850685
Smarca4;0.0249387869156374;0.0725552001712657;0.280380099389437;-0.00228301165013491;0.0521236520626979
Sf3a3;0.0249241534270625;0.0727231120857808;0.280712888298857;-0.00229765416341507;0.0521090492435522
Abcb6;0.0249211223802765;0.0727579315381166;0.280776905865764;-0.00230068707803654;0.0521060245478974
Plekhg1;0.0249128681319768;0.0728528221900358;0.280997752203816;-0.00230894641034964;0.0520977875926828
1700047M11Rik;0.0248998785621105;0.0730023549892621;0.281466502176666;-0.00232194397332003;0.0520848252291592
Fam110a;0.0248969486655801;0.0730361179270829;0.281542680477113;-0.00232487567148468;0.0520819014679609
Zbtb10;0.0248908488537804;0.0731064506549774;0.28157554937851;-0.00233097923264266;0.0520758144279397
Phf14;0.0248572241015481;0.0734951494164723;0.28271584169907;-0.00236462461652371;0.0520422600429147
Camk2g;0.0248481424864155;0.0736004212746592;0.283066628828099;-0.00237371179342974;0.052033197422536
Mettl21c;0.0248401341467515;0.0736933542273033;0.283261472281353;-0.00238172503384035;0.0520252058290895
Nsmce2;0.0248311135684955;0.0737981485657477;0.283555844919194;-0.00239075112810106;0.0520162041095706
Ankmy1;0.0248288934252749;0.0738239591988637;0.283600812492787;-0.0023929726282396;0.0520139886071818
Tdg;0.0248276296358441;0.0738386548815163;0.283603072044922;-0.00239423718995934;0.0520127274593684
Klf13;0.0248217032250401;0.0739076006726621;0.2838136573682;-0.0024001672211719;0.0520068134350011
Zfp626;0.0248181821435489;0.0739485886111887;0.283862607762216;-0.00240369045276385;0.0520032997118087
Gm33035;0.0248034745738651;0.0741199962566132;0.284249195869266;-0.00241840699611891;0.051988622870487
Olfr77;0.024790806651766;0.0742678931503162;0.284544969697123;-0.00243108263796754;0.0519759814059233
Nfatc2;0.0247698038022922;0.074513630717778;0.285274907852102;-0.00245209826716705;0.051955022402666
Colq;0.0247693631291489;0.0745187937863532;0.285274907852102;-0.00245253920819177;0.0519545826492294
Gm42744;0.0247684609794427;0.0745293645744038;0.285274907852102;-0.00245344190627391;0.0519536823823217
Cyc1;0.0247669850877229;0.0745466607289037;0.285286792429688;-0.00245491869502593;0.0519522095707122
Mbd5;0.024763064425365;0.0745926233687831;0.285408356981851;-0.00245884173974626;0.0519482970900012
Rictor;0.0247465469049266;0.0747865154652479;0.285859538284168;-0.00247536928773703;0.0519318140291973
Nrk;0.0247457517440392;0.0747958598903013;0.285859538284168;-0.00247616493098021;0.0519310205268384
Cep85l;0.024738163504513;0.0748850819287249;0.286091752568065;-0.00248375777190456;0.0519234481129644
Mtf2;0.0247322062652411;0.0749551876368759;0.286284999024355;-0.00248971862136041;0.0519175032956219
Serf2;0.0247314453222034;0.0749641463893054;0.286284999024355;-0.00249048002540268;0.0519167439391502
Add1;0.0247268225086803;0.0750185905931159;0.286384110651995;-0.00249510563890127;0.051912130763517
Nt5dc3;0.0247106904005557;0.0752088359714051;0.28694690254947;-0.00251124750889945;0.0518960322793888
Gins2;0.024707962403777;0.0752410460296723;0.286980163239937;-0.0025139771550434;0.0518933099671507
Hsd17b4;0.0247045387301707;0.0752814860270464;0.286987283824439;-0.00251740289805179;0.0518898934271495
Dip2b;0.0246934485639948;0.0754126034639864;0.287296297155109;-0.00252849976317048;0.0518788263642003
Ppp2r5e;0.0246915168466891;0.0754354609237694;0.287296297155109;-0.0025304326466318;0.0518768986703989
Bnipl;0.0246896449675837;0.07545761572795;0.287296297155109;-0.00253230565557523;0.0518750306899695
Gpsm1;0.0246776577435695;0.0755996175543555;0.287633454516176;-0.00254430011036912;0.0518630684279638
Hao2;0.0246750939375651;0.0756300169336161;0.287633454516176;-0.00254686546186287;0.0518605099597765
Cym;0.0246749252747176;0.0756320171403525;0.287633454516176;-0.00254703422636956;0.0518603416480707
4931406P16Rik;0.0246656980994305;0.075741509852674;0.287886476189886;-0.00255626696084561;0.0518511336806272
Gm47270;0.0246537661993631;0.0758832893954072;0.288044140240912;-0.00256820604276372;0.0518392266118679
Tomm34;0.0246516060417982;0.0759089803659262;0.288087263034966;-0.00257036749970504;0.0518370709489499
Dhx40;0.0246477530202038;0.0759548223488874;0.288193881191308;-0.00257422283833468;0.0518332259437214
F2r;0.0246449241366779;0.0759884938455797;0.28822579090145;-0.00257705342250977;0.0518304029452878
Zfp407;0.0246372878700492;0.0760794472115101;0.288347876376243;-0.00258469427767982;0.0518227825626634
Cdc34;0.024600614998854;0.0765174848366791;0.289195525036992;-0.00262138914087724;0.0517861859296663
Dnajc30;0.0245848694385156;0.0767061867792824;0.28959620271257;-0.00263714412102476;0.0517704730799246
Aqp7;0.0245799348282267;0.0767654033797406;0.289623367869412;-0.00264208168067152;0.0517655487182662
2410004P03Rik;0.0245798054278959;0.0767669567183001;0.289623367869412;-0.0026422111583255;0.0517654195866675
Gm42849;0.0245774610772078;0.0767951030475125;0.289623367869412;-0.00264455690972255;0.0517630801044524
Ndrg2;0.0245694136847634;0.0768917842126724;0.289728115660578;-0.00265260910806533;0.0517550494216201
Zfp97;0.0245690489281237;0.0768961687379032;0.289728115660578;-0.00265297408245384;0.0517546854222781
Plch2;0.0245614764862265;0.0769872386338091;0.289922064207294;-0.002660551043235;0.0517471287004446
Rbm12;0.0245537399586048;0.0770803726340086;0.29017729046095;-0.00266829218443144;0.0517394082303064
Usf1;0.0245519472826938;0.0771019663486888;0.290204236942087;-0.00267008592891507;0.0517376192747048
Gm26982;0.0245474292404804;0.0771564103805694;0.290300452532395;-0.00267460666345204;0.0517331106079324
Vmn2r18;0.0245322944785681;0.077339017897555;0.290824219377955;-0.00268975043613652;0.0517180072442634
Sytl1;0.0245305523221326;0.0773600603478459;0.290848942055872;-0.0026914936289971;0.0517162687012691
Ebpl;0.0245219884344327;0.0774635661549658;0.291036872849516;-0.00270006260902788;0.0517077225737025
Nek1;0.0245207198811793;0.0774789078691223;0.291036872849516;-0.00270133191625918;0.051706456650887
Maff;0.0245180313963181;0.0775114302256615;0.291037034334418;-0.00270402199875942;0.051703773740507
Kif13b;0.0244889877597;0.0778634776408199;0.292031621457724;-0.00273308286951537;0.051674790299856
Fcgbp;0.024470694718881;0.0780858808656206;0.292529871036239;-0.00275138674159986;0.0516565351497663
Armcx6;0.024470011333142;0.0780941993434539;0.292529871036239;-0.00275207053161642;0.0516558531791854
Hadha;0.0244680651491001;0.0781178931203169;0.292549181333407;-0.00275401786684321;0.0516539110251707
Nr6a1os;0.0244529909387367;0.0783016119850955;0.293018858104314;-0.0027691009867411;0.0516388680225048
Csnk1g2;0.0244458791055854;0.0783884103363909;0.293234501859409;-0.00277621701900445;0.0516317709084908
Micu3;0.0244436087760689;0.0784161356843756;0.293283641983814;-0.00277848868843422;0.0516295052772256
Gm28175;0.0243973200108736;0.0789831574186749;0.294965337839053;-0.00282480471127945;0.0515833122416254
Rasl2-9;0.0243955180972379;0.0790052974917531;0.294993219813654;-0.00282660768363015;0.0515815140521671
Ptpn7;0.0243662035034073;0.0793661946147171;0.295981042101555;-0.00285593947640004;0.0515522600206903
Slco4c1;0.0243623560524386;0.0794136605803047;0.296078045001087;-0.00285978918119972;0.0515484205148821
Cd101;0.0243478104442751;0.0795933181511669;0.296637833665722;-0.00287434330286683;0.0515339049367957
Htr2c;0.0243421040379939;0.079663889988416;0.29684581657778;-0.00288005304594189;0.0515282103085157
Scamp5;0.024332811860534;0.079778916306776;0.297060563334853;-0.00288935065315994;0.0515189373062918
Mvp;0.0243227203412286;0.0799039903620369;0.297393683481379;-0.00289944806397684;0.0515088666064254
Gm29107;0.0243193105114247;0.0799462877021815;0.29745700937941;-0.00290285988321254;0.0515054638100651
Ubl3;0.0243008401127046;0.0801757205527071;0.298034857668467;-0.00292134104729155;0.0514870314991989
Tril;0.0242901147843393;0.0803091920758149;0.298322583907144;-0.00293207261831464;0.0514763282790589
Scd1;0.0242335533576097;0.0810160594865216;0.300293464116683;-0.00298866686279513;0.0514198833396423
Ccnl2;0.0242330540026463;0.0810223225075307;0.300293464116683;-0.00298916650671483;0.0514193850123186
Heca;0.0242273281273726;0.0810941657951496;0.300448952263157;-0.00299489569434746;0.0514136709195525
Tax1bp3;0.0242204017010937;0.081181141627316;0.30060498989389;-0.00300182612510312;0.0514067587438543
Gm29361;0.0242018251566116;0.0814147829302185;0.301359120096885;-0.00302041339660449;0.0513882204062998
Ctps2;0.0241918397449051;0.0815405968892784;0.301651899663867;-0.00303040456661072;0.0513782555241422
Kpna4;0.024179675890549;0.0816940717493275;0.302059209927668;-0.00304257542816896;0.0513661166707995
Il34;0.0241728992297347;0.0817796763953649;0.302264540278731;-0.00304935598929972;0.0513593539349303
Crebbp;0.0241658809983273;0.0818684092899888;0.302536880874383;-0.00305637825742135;0.0513523501222284
Ubxn8;0.0241622591988021;0.0819142309503983;0.302622946419079;-0.0030600021390663;0.0513487357625148
4930513N10Rik;0.0241592819425444;0.0819519136599249;0.302622946419079;-0.00306298110636984;0.0513457646215303
Zfp422;0.0241530566704694;0.0820307514628524;0.302703759619505;-0.00306920995458213;0.0513395521345858
Zbtb17;0.0241500665693842;0.0820686404160244;0.302703759619505;-0.00307220177259422;0.0513365681736621
Nadsyn1;0.0241492332913164;0.0820792017950518;0.302703759619505;-0.00307303552904646;0.0513357366066413
Cldn23;0.0241330918340471;0.0822840041038707;0.303318593709414;-0.00308918624564962;0.0513196282866812
Psma1;0.024131278462699;0.0823070379600822;0.303318593709414;-0.00309100065632692;0.0513178186371767
H3c4;0.0241235918811737;0.08240473270337;0.303403359255649;-0.00309869164140673;0.0513101478299495
Rapgef6;0.0241012471556473;0.0826892629673797;0.304024957079949;-0.00312104914968224;0.0512878489417483
Gna12;0.0240976627136554;0.0827349800511143;0.304024957079949;-0.00312463563969325;0.0512842718502542
Piwil1;0.0240951859696608;0.0827665811730292;0.304067357697625;-0.00312711379839964;0.0512818001848298
Uba1;0.0240595384081292;0.0832224975236888;0.305240260485078;-0.00316278168471658;0.0512462256818267
Npm1;0.0240471147898172;0.0833818671252302;0.305687252881085;-0.00317521237019263;0.0512338275091075
Ehd1;0.0240202482830337;0.0837273544381421;0.306588525732235;-0.0032020941311956;0.0512070160006478
Rasgef1a;0.0240175056105331;0.0837626886601256;0.306662052473958;-0.00320483835871288;0.0512042789404571
Arhgap27os3;0.0240071276352194;0.083896498773176;0.307040108290034;-0.00321522221433019;0.051193922197819
Smndc1;0.0240039218887925;0.0839378675399168;0.30713559358481;-0.00321842977599034;0.0511907230089627
Mapkap1;0.0240026624917313;0.0839541240282222;0.307139172946196;-0.0032196898860238;0.0511894661879305
Uap1l1;0.0239867296971948;0.0841600070416554;0.307612476646981;-0.00323563169299838;0.0511735659756328
Mob3c;0.0239746762394721;0.0843160326525083;0.308014756389855;-0.00324769195960603;0.0511615371578269
Ddx42;0.0239720112623735;0.0843505609335115;0.308035618991937;-0.00325035844105613;0.0511588776274625
Gm39459;0.0239718701674452;0.0843523893225196;0.308035618991937;-0.00325049961562024;0.0511587368208961
Upf1;0.0239609314901893;0.0844942365922502;0.308378740670099;-0.00326144446350467;0.0511478204962067
Mtf1;0.0239598932942215;0.0845077094140962;0.308378740670099;-0.00326248324479143;0.0511467844213959
Clmp;0.0239411515453087;0.0847512227784674;0.309094977176581;-0.00328123554991095;0.0511280809540267
Gm15265;0.023930277489751;0.0848927703445526;0.309446847187042;-0.00329211572145532;0.0511172291008677
Gm12111;0.0239254978955092;0.0849550467551373;0.309561592336147;-0.00329689800188551;0.0511124592634614
Chka;0.0239224861661889;0.084994307480772;0.30959241951186;-0.00329991142319377;0.0511094536815045
Atp6v0c;0.0239123863491802;0.0851260751801843;0.309847816285939;-0.00331001691066528;0.0510993744760489
Zfp386;0.0238900830706949;0.0854176408211552;0.31074028835101;-0.0033323326914552;0.0510771166941362
Rpf2;0.0238750494004353;0.0856146274602;0.311287910260879;-0.00334737477367715;0.0510621136759
Wdr6;0.0238723847532854;0.0856495806755833;0.311315581900122;-0.00335004091052248;0.0510594544603964
Adgrf4;0.0238506996355924;0.0859344616883075;0.312112101774172;-0.00337173813708876;0.0510378135315537
Fkbp8;0.0238492788507006;0.0859531534591848;0.312123598986631;-0.00337315971444579;0.0510363956409753
Sdhc;0.0238401059849229;0.0860739102470611;0.312458121843722;-0.0033823376938864;0.0510272414588138
Gpr137c;0.0238399199539219;0.0860763606810195;0.312458121843722;-0.00338252382854798;0.05102705580668
Megf10;0.0238320382300394;0.0861802319401037;0.312778697001607;-0.00339040994256809;0.0510191901328416
Nhsl1;0.0238233394333669;0.0862949886704512;0.313082143519596;-0.00339911358055882;0.0510105090461539
Gid8;0.023820247329532;0.0863358101989853;0.31311109932454;-0.00340220740431146;0.0510074232365807
Pex13;0.0238191958075337;0.0863496957993956;0.31311109932454;-0.00340325951107807;0.0510063738549338
