moscot driver genes delta cells;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Gm27027;0.0146914297987287;0.290212768585017;0.664103276820104;-0.0125338313014106;0.0418949246013192
Tmem123;0.0146898365560588;0.29026509036141;0.664129633736583;-0.0125354246376205;0.0418933338116625
Tmem115;0.0146875824623115;0.290339125196708;0.664165616047954;-0.0125376788634705;0.0418910831881627
Gm47232;0.0146800570203391;0.290586387409282;0.664469341757175;-0.0125452047444726;0.0418835693298429
Tmc6;0.0146750812687567;0.290749952614558;0.66452145820797;-0.0125501807846433;0.041878601235573
Ddx11;0.0146747603032781;0.290760505665186;0.66452145820797;-0.0125505017686912;0.0418782807639903
Tnip2;0.0146677220718429;0.290991981008442;0.66452145820797;-0.0125575404059106;0.0418712533614511
Gata4;0.0146662285463338;0.291041116426232;0.66452145820797;-0.0125590340171808;0.0418697621335072
Pus7l;0.0146658206924572;0.291054535359077;0.66452145820797;-0.0125594418944561;0.0418693549070316
Cacng4;0.014663767029152;0.291122109921942;0.66452145820797;-0.0125614956754426;0.0418673044027363
Mcur1;0.0146632468085053;0.291139229145116;0.66452145820797;-0.0125620159258631;0.0418667849822731
Mob2;0.0146614503030615;0.291198353066077;0.66452145820797;-0.0125638125340131;0.0418649912400321
Omd;0.0146600490618285;0.291244474239672;0.66452145820797;-0.0125652138552329;0.0418635921539249
Rad51d;0.0146536662043696;0.291454625003598;0.664556563320765;-0.0125715970756905;0.041857219112027
Gm17036;0.0146525814268602;0.291490350611947;0.664556563320765;-0.0125726819146715;0.0418561360024689
Manbal;0.0146472358352364;0.291666443065092;0.66482592599274;-0.0125780278082806;0.0418507986292798
Patz1;0.0146461637191022;0.291701768911024;0.66482592599274;-0.0125790999847938;0.0418497281612546
Gm49355;0.0146417793806694;0.291846261216835;0.66486719593571;-0.0125834845694907;0.0418453505619896
Fut11;0.0146339746726074;0.292103595771183;0.665210211811914;-0.0125912897133449;0.0418375578479619
Polr3h;0.0146256698122179;0.292377588493063;0.665346011034193;-0.0125995950338102;0.0418292657465908
Zcchc3;0.0146221357579676;0.292494235805991;0.665385495349988;-0.0126031292827021;0.0418257371206826
Isyna1;0.0146181126648434;0.292627062676839;0.66549744873987;-0.0126071525965741;0.041821720206243
Setd5;0.014617775213918;0.292638205832667;0.66549744873987;-0.0126074900659754;0.0418213832735363
Acbd5;0.0146176372372908;0.292642762118114;0.66549744873987;-0.0126076280501553;0.0418212455087961
Zfp943;0.0146124142268442;0.292815272191022;0.665814434663061;-0.012612851345739;0.0418160305184257
Cdc42bpb;0.0145999341554479;0.293227751014179;0.666300155831135;-0.0126253320924369;0.0418035696045197
Pm20d2;0.0145968665036421;0.293329199622197;0.666356016245732;-0.0126283999089357;0.0418005066604065
Clstn1;0.0145959013531184;0.293361122447036;0.666356016245732;-0.0126293651111695;0.0417995429909203
Ddx47;0.0145951818270879;0.293384922637963;0.666356016245732;-0.012630084675717;0.0417988245689802
Ino80e;0.0145923188416756;0.29347963613996;0.666495834311074;-0.0126329478141094;0.041795965976451
Iqank1;0.0145851536688391;0.293716764809887;0.66695901084075;-0.012640113367851;0.0417888117956993
App;0.0145783330357319;0.293942610390582;0.667227356649827;-0.0126469343609496;0.0417820016235273
Shfl;0.0145723684958679;0.294140204306309;0.667392836023672;-0.0126528992135439;0.0417760462295202
Cpt1c;0.0145630382100816;0.294449477534924;0.667822561913005;-0.0126622299846458;0.0417667302466535
Exoc3l4;0.0145524642930845;0.294800237010169;0.668294347129179;-0.0126728044459145;0.0417561725332903
Iqub;0.014544485288726;0.295065102884972;0.668585861507731;-0.0126807838569453;0.0417482057520597
Elk4;0.014540848975971;0.295185864420935;0.668784112752627;-0.0126844203538849;0.0417445750086663
Gm26820;0.0145370842041438;0.295310926931846;0.668916683280103;-0.0126881853156446;0.041740816002191
Cep19;0.0145311939820635;0.295506666248254;0.669069820450759;-0.0126940758333375;0.041734934798821
Srcap;0.0145306348145026;0.295525252585838;0.669069820450759;-0.0126946350288632;0.0417343764873218
4930412M03Rik;0.0145199481337781;0.295880620746238;0.669603525707714;-0.0127053222407704;0.0417237061641837
4930465K09Rik;0.0145182540062479;0.295936982445027;0.669655690915396;-0.0127070164519363;0.0417220146292029
Os9;0.0145142731608348;0.296069448921711;0.669785790861797;-0.0127109974932603;0.0417180398751251
Tspyl2;0.0145131760573267;0.296105963072582;0.669785790861797;-0.0127120946506089;0.0417169444502109
Gtse1;0.0145056346714695;0.296357039424414;0.669935876061692;-0.0127196364047866;0.0417094146010794
1700019L13Rik;0.0145031375059007;0.296440209258894;0.669964870908551;-0.012722133691634;0.0417069212549649
Cdk20;0.0144912594632227;0.296836029426789;0.670557894096724;-0.0127340123065373;0.0416950613753024
Gm34728;0.0144708515131528;0.297516922251035;0.671502880628437;-0.0127544212218181;0.0416746846136442
Lactb;0.0144691270944447;0.297574503696855;0.671502880628437;-0.0127561457210446;0.041672962829239
Grid2ip;0.0144677114209984;0.297621781147061;0.671502880628437;-0.0127575614604721;0.041671549318321
Oaz2;0.0144347509456061;0.298723938773322;0.672911594011901;-0.0127905234412174;0.0416386391613005
Gm15406;0.0144330252585891;0.298781718556943;0.672911594011901;-0.012792249205419;0.0416369161071387
Ccdc136;0.0144237895605701;0.299091076722782;0.673228665467949;-0.0128014853137651;0.0416276944971377
Far1os;0.0144136024466178;0.299432551182157;0.673658271491951;-0.0128116728749261;0.0416175229171057
Mllt3;0.0144106963083149;0.299530013268287;0.673658271491951;-0.0128145791397707;0.0416146212092224
Il33;0.0143971623183043;0.299984176307904;0.674173687716598;-0.0128281137130313;0.0416011078457896
Prss12;0.0143940928186002;0.300087243996182;0.674173687716598;-0.0128311833436282;0.0415980430227947
Gm11592;0.0143904575889587;0.30020933829196;0.674173687716598;-0.0128348187276232;0.0415944133311499
Cdc23;0.0143903564259492;0.300212736467147;0.674173687716598;-0.0128349198949178;0.0415943123222443
Kif3a;0.0143817097778779;0.30050328147817;0.674597148805768;-0.0128435669071902;0.041585678843753
Hic2;0.0143800705523942;0.300558383913753;0.674614952588315;-0.0128452062012597;0.041584042114491
Rbm27;0.0143774810372549;0.300645443975462;0.674614952588315;-0.0128477958244472;0.0415814565423822
Klk1;0.0143669861914407;0.300998454952717;0.67491711893639;-0.0128582911044218;0.041570977673241
Gm40155;0.0143657062371658;0.301041527144288;0.67491711893639;-0.0128595711112366;0.0415696996670761
Cdc42bpg;0.0143654934082156;0.301048689524081;0.67491711893639;-0.0128597839489144;0.0415694871620461
Fam110b;0.0143641689164024;0.301093265490644;0.674941783692955;-0.0128611084949864;0.0415681646860207
Zfp316;0.0143555890574158;0.301382128340213;0.675384626447206;-0.0128696887031393;0.0415595978826956
Larp1;0.0143553076009385;0.301391607414708;0.675384626447206;-0.0128699701710028;0.0415593168544327
Proser3;0.0143519614579764;0.30150431619998;0.675507605102907;-0.0128733164490016;0.0415559758020401
Phip;0.0143420669660076;0.301837758398959;0.676007626681626;-0.0128832113367043;0.0415460963592459
Pnpla8;0.0143326859275018;0.302154123832549;0.67631537636554;-0.012892592745484;0.0415367295840572
Numb;0.0143251980945502;0.302406801170678;0.676637922314168;-0.0129000808705441;0.0415292531324835
Gm48250;0.0143247444862907;0.302422112719136;0.676637922314168;-0.0129005344964012;0.0415288002136029
Atg101;0.0143218494781024;0.302519845875284;0.676740468739853;-0.0129034296166368;0.0415259096048895
Ubash3b;0.0143170387000625;0.302682300325931;0.676893890438381;-0.0129082405798619;0.041521106136667
Traf6;0.0143158206514644;0.302723441627944;0.676893890438381;-0.0129094586751473;0.0415198899386538
Asb6;0.0143088637477534;0.302958492068938;0.676896706950655;-0.012916415843965;0.0415129436030423
Zbtb11os1;0.014306954188398;0.303023030885355;0.676896706950655;-0.0129183254756269;0.0415110369440021
Plekhm3;0.0143063679143773;0.303042847463358;0.676896706950655;-0.0129189117718074;0.041510451560398
Kif5c;0.0143018003669414;0.303197264079249;0.677076330792033;-0.0129234794912445;0.0415058909493867
St8sia3;0.0143010006684055;0.30322430513459;0.677076330792033;-0.0129242792197779;0.0415050924651821
Arhgap24;0.0142992159667314;0.303284658925033;0.677135883870496;-0.0129260639882724;0.0415033104734279
Ankrd61;0.0142943273974951;0.303450018004901;0.677354620469968;-0.0129309527396518;0.0414984293261877
Cfap43;0.0142797859630092;0.303942245611968;0.677851227372688;-0.0129454947082424;0.0414839099613382
Mipol1;0.0142764227222801;0.304056166770538;0.677954871405071;-0.0129488580708631;0.0414805518233869
Tnk2;0.0142734806098198;0.304155846532237;0.678101916694861;-0.012951800289447;0.0414776141742561
Hmbs;0.0142681705596417;0.304335807726663;0.678352671330427;-0.0129571105299684;0.0414723121784949
Kcnh5;0.0142514131493538;0.30490419106118;0.679087611570732;-0.0129738685308698;0.0414555801762194
Jmjd8;0.0142504826034987;0.304935774245087;0.679087611570732;-0.0129747991090736;0.0414546510408345
Zzef1;0.0142481730377184;0.305014171420524;0.679186961460656;-0.0129771087549381;0.0414523449755636
Lrrc36;0.0142436052372927;0.305169262724377;0.679245170372476;-0.0129816767128968;0.0414477840975026
Cd36;0.0142116101923454;0.306257061898203;0.680672826460982;-0.0130136728294238;0.0414158375083051
Gm45194;0.0142010581862334;0.3066163820774;0.681057319751719;-0.0130242251767183;0.041405301470763
Vav2;0.0141999068307641;0.30665560527793;0.681057319751719;-0.0130253765690479;0.0414041518572978
Dcun1d3;0.0141995662989387;0.306667206804584;0.681057319751719;-0.0130257171117615;0.0414038118406841
Gm48746;0.0141946742666911;0.306833904784592;0.681352257581427;-0.0130306092997303;0.0413989272092013
Prr14l;0.014178589777463;0.307382413138743;0.682193492087455;-0.0130466942917657;0.041382867043745
Slc25a33;0.0141756505064364;0.307482717347256;0.68226099577739;-0.0130496336531523;0.0413799322161125
H1f0;0.0141651695893329;0.30784056059194;0.682908716572477;-0.0130601148886334;0.0413694671395394
Ogfod3;0.0141582730210648;0.308076175924622;0.683129865940071;-0.0130670116631342;0.0413625809912729
Slc7a1;0.0141549294414002;0.308190449369048;0.683307886143816;-0.0130703553418516;0.0413592424624814
Arf4;0.0141505510779349;0.308340130974222;0.683564364024568;-0.0130747338341044;0.0413548707121338
Ythdf3;0.0141430975513764;0.308595052665197;0.683677137285483;-0.0130821875775033;0.0413474284410501
Hars2;0.0141379284437758;0.308771925618897;0.683741875154724;-0.0130873568337085;0.0413422671374797
Sclt1;0.0141329107885216;0.308943680352522;0.68392190354881;-0.0130923746318213;0.0413372570562129
Zfp72;0.0141310693685327;0.309006728136031;0.68398615456052;-0.0130942161038937;0.0413354184154443
Hectd4;0.0141217565019833;0.30932571857818;0.684541492798013;-0.0131035292310232;0.0413261196018061
Serp1;0.0141153043991048;0.309546847766521;0.684831305827166;-0.0131099815116659;0.0413196772322457
Gm48689;0.0141135191038213;0.309608052594028;0.684831305827166;-0.0131117668557363;0.0413178946297694
Gnb4;0.0141129662418248;0.309627007842765;0.684831305827166;-0.0131123197328056;0.0413173426016339
Rbfox2;0.0141092512238643;0.30975439963067;0.685037700305321;-0.0131160348516183;0.0413136331864645
Gstm4;0.0140944788620847;0.310261301477351;0.685542452830723;-0.0131308076069885;0.0412988830961501
1700084E18Rik;0.0140930832503446;0.310309219071435;0.685542452830723;-0.0131322032552984;0.0412974895878829
Lrrc71;0.0140886615071971;0.31046106954095;0.685695328607089;-0.0131366251136103;0.0412930745085096
Ubr1;0.0140768942775066;0.310865415813339;0.686286783889256;-0.0131483926445909;0.04128132500741
Ttll1;0.0140735200699462;0.310981424592297;0.686392136427203;-0.0131517669371539;0.0412779558820664
Ccdc120;0.0140708732520354;0.311072444935105;0.68651765951591;-0.013154413821309;0.0412753130503482
Mybl2;0.0140654263616103;0.311259811100744;0.686690297506771;-0.0131598608468577;0.041269874361917
Gm15731;0.0140646272892193;0.311287304441088;0.686690297506771;-0.0131606599389358;0.0412690764926434
Hnf1a;0.0140542480111875;0.311644565259763;0.687101414281314;-0.0131710394695265;0.0412587128389413
Gm45069;0.0140527120816822;0.31169745579571;0.687142664092682;-0.0131725754359072;0.0412571792210329
Nlrx1;0.0140326414549829;0.312389142020611;0.688214676387984;-0.0131926465326638;0.0412371387891469
Evi2a;0.014029941727935;0.312482258740332;0.68824951053303;-0.0131953463212656;0.0412344431219739
Mpp5;0.0140261692606098;0.31261240612985;0.68826258940317;-0.0131991188739386;0.041230676327057
Gas2l1;0.0140250760963308;0.312650126174245;0.68826258940317;-0.0132002120628043;0.041229584806352
Phc1;0.0140164090904698;0.312949290529428;0.688618606338998;-0.0132088792612944;0.0412209308290477
Gm29477;0.0140141375525556;0.313027729749773;0.688698976462602;-0.0132111508490182;0.0412186627051164
Cdkl3;0.0140118249759446;0.313107599382516;0.688698976462602;-0.0132134634760501;0.0412163536038788
2310039H08Rik;0.0140096661621539;0.313182170599999;0.688754094253558;-0.0132156223366462;0.0412141980341224
Rspry1;0.0140061904807564;0.313302254510216;0.688792128436011;-0.013219098092867;0.0412107275750748
Ythdf1;0.0140016258609321;0.313460006982867;0.688936966057448;-0.0132236628099575;0.0412061698127766
Gm16277;0.0140003108950607;0.313505461670083;0.688937505023359;-0.0132249778036386;0.0412048568221965
Rgs14;0.0139849661663864;0.314036206489511;0.689454137412354;-0.0132403228498713;0.0411895351368402
Map4k2;0.0139845900423605;0.314049223314178;0.689454137412354;-0.01324069898152;0.0411891595774825
Tfdp2;0.0139752597890382;0.314372236397193;0.689982687265352;-0.0132500294214711;0.0411798433290404
Pgap3;0.0139692402446575;0.31458074869276;0.690244137848783;-0.0132560490837419;0.041173832817595
Acad8;0.0139592947593372;0.314925451590591;0.690623579505361;-0.0132659947595161;0.0411639022521678
Lrrc1;0.0139558249571479;0.315045770640199;0.690727303950755;-0.0132694646268839;0.041160437653998
Gm49797;0.0139521038078118;0.315174838968946;0.690809787395427;-0.0132731858453913;0.0411567220849256
Vps35;0.013947221500916;0.315344234798579;0.690999104778964;-0.0132780682418988;0.041151847098433
Ttc9c;0.0139468761981681;0.315356217637269;0.690999104778964;-0.0132784135509353;0.0411515023133739
Gm13388;0.0139431612401492;0.315485154559123;0.69109709731961;-0.0132821285762005;0.0411477929245284
Gmcl1;0.0139366380772176;0.31571164100558;0.691517881797251;-0.0132886518553922;0.041141279538796
2010315B03Rik;0.0139327365831165;0.315847153211745;0.691588641870788;-0.0132925534179209;0.0411373838913181
Maf1;0.0139281970813373;0.316004873648338;0.691783292491838;-0.013297092998274;0.0411328511912141
Mapk9;0.0139234134675687;0.316171131432205;0.692061910627175;-0.0133018766936274;0.0411280747436694
Sh3glb2;0.0139205394257913;0.316271048325325;0.692061910627175;-0.0133047507838225;0.0411252050068312
Chn1os1;0.0139200918000926;0.316286612026486;0.692061910627175;-0.0133051984170217;0.041124758051577
Sgms2;0.013907695213901;0.316717834210205;0.692589864149653;-0.0133175952065956;0.0411123800284077
Ccdc47;0.013902580157873;0.316895876609661;0.692626048905722;-0.0133227103441038;0.0411072726293854
Sox6os;0.0139007585092694;0.316959299518808;0.692626048905722;-0.0133245320213812;0.0411054537073633
Cfap61;0.0138993020979062;0.317010012236062;0.692626048905722;-0.0133259884555391;0.0411039994757774
Hipk1;0.0138924660160189;0.31724811791115;0.692791396118386;-0.0133328246428764;0.0410971736237556
Qtrt2;0.0138921823444772;0.317258000928511;0.692791396118386;-0.0133331083187388;0.0410968903766598
Tiparp;0.0138853064030588;0.317497618052154;0.693071055311141;-0.0133399843635483;0.0410900247220872
Ccnc;0.0138848398428753;0.317513881329842;0.693071055311141;-0.0133404509306541;0.0410895588598143
Arf3;0.0138842769683674;0.317533502642875;0.693071055311141;-0.0133410138134974;0.0410889968272744
Gm17753;0.013883561381747;0.3175584485137;0.693071055311141;-0.0133417294106897;0.0410882823110296
Ddx49;0.0138745744314641;0.317871849481282;0.693604449161208;-0.0133507164913702;0.0410793088010707
Dnajc6;0.0138533371922042;0.318613258325385;0.694694396107942;-0.0133719540212962;0.0410581033054657
Ighmbp2;0.013843785953501;0.318947068360633;0.69534680785748;-0.0133815053827158;0.0410485663351684
Spns1;0.013841324366804;0.319033136409751;0.695383621516343;-0.0133839670002346;0.0410461084249835
Pfn4;0.0138365559258754;0.31919990559937;0.695596282088254;-0.0133887354999306;0.041041347105041
Rab11a;0.0138258581983474;0.319574250300089;0.69626109827492;-0.0133994333547944;0.0410306653485475
Mau2;0.0138212698037281;0.319734899560462;0.696384689692738;-0.0134040218021197;0.0410260838022073
Iws1;0.0138113012960776;0.32008409974072;0.696918732490816;-0.0134139904203251;0.0410161301688292
Cntd1;0.0138069256998086;0.320237457048167;0.697026158406161;-0.0134183660634122;0.0410117610997973
Gm26879;0.013804419533378;0.320325315601287;0.697026184318595;-0.0134208722561886;0.0410092586714383
Anln;0.0138040508759894;0.32033824093405;0.697026184318595;-0.0134212409174238;0.0410088905638917
Kdm2a;0.0137862505874051;0.320962734440803;0.697547443293348;-0.0134390413829321;0.0409911168151436
