Differentiable motif activity delta cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
3785;M05896_2.00;-0.5418326;-0.07544416;0.587933799538259;0.64770724865783;M05896_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
3786;M06385_2.00;-0.54590005;-0.08804944;0.585134654511336;0.644859778675311;M06385_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Isx', 'Barx2', 'Vsx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Prop1', 'Msx1', 'Nkx1-2', 'Bsx', 'En1', 'Gbx1', 'Hoxb2', 'Lhx8']
3787;M06292_2.00;-0.54590005;-0.08804944;0.585134654511336;0.644859778675311;M06292_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Barhl1', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Hoxb4', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8', 'Hoxd4']
3788;M06366_2.00;-0.54590005;-0.08804944;0.585134654511336;0.644859778675311;M06366_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
3789;M06360_2.00;-0.54590005;-0.08804944;0.585134654511336;0.644859778675311;M06360_2.00;;['Nkx6-1', 'Nkx6-2', 'Nkx6-3']
3790;M09422_2.00;-0.5474366;-0.058448337;0.584078813658619;0.644286497678454;M09422_2.00;Stat1;['Stat1']
3791;M04638_2.00;-0.55019337;-0.05595039;0.582186737299143;0.642570056552983;M04638_2.00;;['Zfp580']
3792;M05825_2.00;-0.5508713;-0.17599557;0.581721911516122;0.64227567025114;M05825_2.00;;['Tead4', 'Tead2', 'Tead1']
3793;M05446_2.00;-0.551391;-0.10812141;0.581365662606296;0.642000201049258;M05446_2.00;;['Pou2f2']
3794;M03513_2.00;-0.55453193;-0.016864348;0.579214854987944;0.639860054720334;M03513_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
3795;M11337_2.00;-0.5574695;-0.03456789;0.577206695229793;0.63775878469814;M11337_2.00;;['Tcf7', 'Tcf7l2', 'Lef1', 'Tcf7l1']
3796;M03656_2.00;-0.55927724;-0.014959576;0.575972537061801;0.636799523334874;M03656_2.00;;['Nfe2l2', 'Nfe2l3', 'Nfe2l1', 'Nfe2']
3797;M02433_2.00;-0.5601811;-0.065679155;0.575355925478216;0.636532475317512;M02433_2.00;;['Lcor']
3798;M09409_2.00;-0.5605878;-0.070648886;0.575078552076831;0.636342670136165;M09409_2.00;Sox2;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
3799;M03986_2.00;-0.5635028;-0.050829682;0.57309256183137;0.634612164767789;M03986_2.00;;['Tbx19', 'T']
3800;M09431_2.00;-0.5642937;-0.06662151;0.572554288935996;0.634218021836886;M09431_2.00;T;['Tbx19', 'T']
3801;M05789_2.00;-0.56573987;-0.06227702;0.571570639776088;0.633444447475493;M05789_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
3802;M06555_2.00;-0.5666437;-0.029604802;0.570956267475349;0.632945805086959;M06555_2.00;;['Pax3', 'Pax7']
3803;M08880_2.00;-0.56788653;-0.065486126;0.570112019284434;0.632242980633706;M08880_2.00;;['Klf9', 'Klf13']
3804;M09357_2.00;-0.5712308;0.007629275;0.56784318454122;0.63042438837565;M09357_2.00;Nfatc2;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
3805;M09346_2.00;-0.5712308;0.007629275;0.56784318454122;0.63042438837565;M09346_2.00;;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
3806;M03021_2.00;-0.5714342;-0.05850499;0.567705354355173;0.63042438837565;M03021_2.00;;['Foxp4', 'Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
3807;M07870_2.00;-0.5741458;-0.061301067;0.565869150524424;0.628813206070563;M07870_2.00;;['Ctcf']
3808;M03559_2.00;-0.5752982;-0.061156813;0.56508962834569;0.628179117351383;M03559_2.00;;['Tbx2', 'Tbx4', 'Tbx5', 'Tbx3', 'Tbx20']
3809;M03567_2.00;-0.5759083;-0.039535817;0.564677149249568;0.627836638119227;M03567_2.00;;['Tbx4', 'Tbx5', 'Tbx15', 'Tbx20', 'Tbx18']
3810;M07904_2.00;-0.5775353;-0.060333237;0.563577913700222;0.626846231365477;M07904_2.00;;['Ctcf']
3811;M02937_2.00;-0.57823575;-0.044923507;0.563104949554022;0.626436027861245;M02937_2.00;Klf12;['Klf6', 'Klf4', 'Klf5', 'Klf7', 'Klf3', 'Klf8', 'Klf1', 'Klf12']
3812;M03390_2.00;-0.5795012;-0.0408146;0.562251048330896;0.625601813998521;M03390_2.00;;['Nr3c1', 'Nr3c2', 'Pgr', 'Ar']
3813;M04371_2.00;-0.5813767;-0.22186574;0.560986596385779;0.624425946819189;M04371_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
3814;M04044_2.00;-0.5826647;-0.05347847;0.560119035750061;0.623691146269369;M04044_2.00;;['Atf6b', 'Atf6']
3815;M01321_2.00;-0.58282286;-0.08271378;0.560012538068326;0.623688037767206;M01321_2.00;;['Lin54']
3816;M10186_2.00;-0.5859638;-0.073319785;0.557899833683989;0.621565320447483;M10186_2.00;;['Klf6', 'Klf4', 'Klf5', 'Klf7', 'Klf3', 'Klf8', 'Klf1', 'Klf12']
3817;M07886_2.00;-0.58632535;-0.045808643;0.557656893752752;0.621409775621465;M07886_2.00;;['Ctcf']
3818;M03053_2.00;-0.59109324;-0.13679315;0.554457948487785;0.618188747164542;M03053_2.00;Foxg1;['Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
3819;M06170_2.00;-0.591387;-0.02879092;0.554261151013464;0.618083916594655;M06170_2.00;;['Klf8', 'Klf12']
3820;M11305_2.00;-0.5986179;-0.056045588;0.549427710263888;0.613604131759892;M11305_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
3821;M05180_2.00;-0.6016685;-0.056131918;0.547394854534782;0.611560961391822;M05180_2.00;;['Hnf1b', 'Hmbox1', 'Hnf1a']
3822;M02652_2.00;-0.6083571;-0.050517105;0.542950693909225;0.607272730736485;M02652_2.00;;['Setbp1', 'Ahctf1', 'Hmga1', 'Hmga2', 'Phf21a', 'Hmga1-rs1']
3823;M07888_2.00;-0.60847;-0.043620955;0.542875778272951;0.607272730736485;M07888_2.00;;['Ctcf']
3824;M04573_2.00;-0.61050373;-0.04247499;0.541528178058223;0.606132600566192;M04573_2.00;;['Zfp454']
3825;M05167_2.00;-0.6119499;-0.045948982;0.540570901672278;0.605286427603255;M05167_2.00;;['Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Nanog', 'Hoxa2', 'Dlx4', 'Barx1', 'Msx2', 'Dlx2', 'Rax', 'Tlx1', 'Lbx1', 'Msx3', 'Barhl1', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Barx2', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Meox2', 'Hmx3', 'Tlx3', 'Dlx1', 'Emx2', 'Msx1', 'Nkx1-2', 'Hmx2', 'Bsx', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxb2']
3826;M02086_2.00;-0.6129442;-0.0744661;0.539913265295199;0.604662640127621;M02086_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Phox2a', 'Phox2b', 'Alx3', 'Lhx9', 'Vsx2', 'Otp', 'Rax', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Uncx', 'Nobox', 'Isx', 'Vsx1', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Prrxl1', 'Prop1', 'En1', 'Lhx8']
3827;M04453_2.00;-0.6140062;-0.030201828;0.539211232646393;0.604101407066954;M04453_2.00;;['Bcl11a', 'Bcl11b']
3828;M08189_2.00;-0.6140288;-0.05999196;0.539196300751936;0.604101407066954;M08189_2.00;;['Nfe2l2', 'Nfe2l3', 'Nfe2l1', 'Nfe2']
3829;M09084_2.00;-0.61416435;-0.069049805;0.539106713736096;0.604101407066954;M09084_2.00;;['Foxj2', 'Foxj3', 'Foxj1', 'Foxk2', 'Foxp3', 'Foxi1', 'Foxi2', 'Foxi3']
3830;M09100_2.00;-0.61416435;-0.069049805;0.539106713736096;0.604101407066954;M09100_2.00;Foxj2;['Foxj2', 'Foxj3', 'Foxj1', 'Foxk2', 'Foxp3', 'Foxi1', 'Foxi2', 'Foxi3']
3831;M04539_2.00;-0.6158591;-0.041305836;0.537987505759388;0.603292347498967;M04539_2.00;;['Klf9', 'Klf13']
3832;M04526_2.00;-0.61811876;-0.0681645;0.536497044966673;0.602153594529982;M04526_2.00;;['Sp2']
3833;M11197_2.00;-0.6206948;-0.059468094;0.534800457516398;0.60072655052365;M11197_2.00;;['Trp53']
3834;M04538_2.00;-0.62214094;-0.06381071;0.533849174922903;0.599882088562469;M04538_2.00;;['Klf9', 'Klf13']
3835;M05154_2.00;-0.6231804;-0.07614124;0.533165968917267;0.599226338454203;M05154_2.00;;['Lhx2', 'Sebox', 'Phox2a', 'Phox2b', 'Alx3', 'Lhx9', 'Vsx2', 'Otp', 'Rax', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Uncx', 'Nobox', 'Isx', 'Vsx1', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'En1', 'Lhx8']
3836;M05760_2.00;-0.62591463;-0.050625775;0.53137095367366;0.5975439258402;M05760_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
3837;M10594_2.00;-0.6314282;-0.075994775;0.527760597048495;0.594373076900684;M10594_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
3838;M07937_2.00;-0.6346143;-0.058080718;0.525680000512261;0.592140761019056;M07937_2.00;;['Zbtb7a']
3839;M06465_2.00;-0.63707733;-0.06105737;0.524074475620791;0.590553475057793;M06465_2.00;;['Plag1']
3840;M04599_2.00;-0.6374163;-0.07338103;0.52385372874443;0.590415353198838;M04599_2.00;;['Zbtb20']
